nom_schema;nom_table;nom_variable;type_variable;new_nom_variable
intermediate;player_match_stats;losing_late_pct_z5_c5;float;dec_losing_late_pct_z5_c5
intermediate;player_match_stats;losing_pct_z1_c1;float;dec_losing_pct_z1_c1
intermediate;player_match_stats;losing_pct_z1_c2;float;dec_losing_pct_z1_c2
intermediate;player_match_stats;losing_pct_z1_c3;float;dec_losing_pct_z1_c3
intermediate;player_match_stats;losing_pct_z1_c4;float;dec_losing_pct_z1_c4
intermediate;player_match_stats;losing_pct_z1_c5;float;dec_losing_pct_z1_c5
intermediate;player_match_stats;losing_pct_z2_c1;float;dec_losing_pct_z2_c1
intermediate;player_match_stats;losing_pct_z2_c2;float;dec_losing_pct_z2_c2
intermediate;player_match_stats;losing_pct_z2_c3;float;dec_losing_pct_z2_c3
intermediate;player_match_stats;losing_pct_z2_c4;float;dec_losing_pct_z2_c4
intermediate;player_match_stats;losing_pct_z2_c5;float;dec_losing_pct_z2_c5
intermediate;player_match_stats;losing_pct_z3_c1;float;dec_losing_pct_z3_c1
intermediate;player_match_stats;losing_pct_z3_c2;float;dec_losing_pct_z3_c2
intermediate;player_match_stats;losing_pct_z3_c3;float;dec_losing_pct_z3_c3
intermediate;player_match_stats;losing_pct_z3_c4;float;dec_losing_pct_z3_c4
intermediate;player_match_stats;losing_pct_z3_c5;float;dec_losing_pct_z3_c5
intermediate;player_match_stats;losing_pct_z4_c1;float;dec_losing_pct_z4_c1
intermediate;player_match_stats;losing_pct_z4_c2;float;dec_losing_pct_z4_c2
intermediate;player_match_stats;losing_pct_z4_c3;float;dec_losing_pct_z4_c3
intermediate;player_match_stats;losing_pct_z4_c4;float;dec_losing_pct_z4_c4
intermediate;player_match_stats;losing_pct_z4_c5;float;dec_losing_pct_z4_c5
intermediate;player_match_stats;losing_pct_z5_c1;float;dec_losing_pct_z5_c1
intermediate;player_match_stats;losing_pct_z5_c2;float;dec_losing_pct_z5_c2
intermediate;player_match_stats;losing_pct_z5_c3;float;dec_losing_pct_z5_c3
intermediate;player_match_stats;losing_pct_z5_c4;float;dec_losing_pct_z5_c4
intermediate;player_match_stats;losing_pct_z5_c5;float;dec_losing_pct_z5_c5
intermediate;player_match_stats;match_id;string;str_match_id
intermediate;player_match_stats;minutes_played;integer;int_minutes_played
intermediate;player_match_stats;n_actions;integer;int_n_actions
intermediate;player_match_stats;n_actions_blank;integer;int_n_actions_blank
intermediate;player_match_stats;n_actions_blank_late;integer;int_n_actions_blank_late
intermediate;player_match_stats;n_actions_drawing;integer;int_n_actions_drawing
intermediate;player_match_stats;n_actions_drawing_late;integer;int_n_actions_drawing_late
intermediate;player_match_stats;n_actions_losing;integer;int_n_actions_losing
intermediate;player_match_stats;n_actions_losing_late;integer;int_n_actions_losing_late
intermediate;player_match_stats;n_actions_winning;integer;int_n_actions_winning
intermediate;player_match_stats;n_actions_winning_late;integer;int_n_actions_winning_late
intermediate;player_match_stats;n_aerial_defensive;integer;int_n_aerial_defensive
intermediate;player_match_stats;n_aerial_duels;integer;int_n_aerial_duels
intermediate;player_match_stats;n_aerial_offensive;integer;int_n_aerial_offensive
intermediate;player_match_stats;n_aerial_won;integer;int_n_aerial_won
intermediate;player_match_stats;n_assists;integer;int_n_assists
intermediate;player_match_stats;n_ball_recoveries;integer;int_n_ball_recoveries
intermediate;player_match_stats;n_challenges;integer;int_n_challenges
intermediate;player_match_stats;n_chances_created;integer;int_n_chances_created
intermediate;player_match_stats;n_clearances;integer;int_n_clearances
intermediate;player_match_stats;n_crosses;integer;int_n_crosses
intermediate;player_match_stats;n_defensive_actions_blank;integer;int_n_defensive_actions_blank
intermediate;player_match_stats;n_defensive_actions_blank_late;integer;int_n_defensive_actions_blank_late
intermediate;player_match_stats;n_defensive_actions_drawing;integer;int_n_defensive_actions_drawing
intermediate;player_match_stats;n_defensive_actions_drawing_late;integer;int_n_defensive_actions_drawing_late
intermediate;player_match_stats;n_defensive_actions_losing;integer;int_n_defensive_actions_losing
intermediate;player_match_stats;n_defensive_actions_losing_late;integer;int_n_defensive_actions_losing_late
intermediate;player_match_stats;n_defensive_actions_winning;integer;int_n_defensive_actions_winning
intermediate;player_match_stats;n_defensive_actions_winning_late;integer;int_n_defensive_actions_winning_late
intermediate;player_match_stats;n_errors_lead_to_goal;integer;int_n_errors_lead_to_goal
intermediate;player_match_stats;n_errors_lead_to_shot;integer;int_n_errors_lead_to_shot
intermediate;player_match_stats;n_interceptions;integer;int_n_interceptions
intermediate;player_match_stats;n_key_passes;integer;int_n_key_passes
intermediate;player_match_stats;n_longballs;integer;int_n_longballs
intermediate;player_match_stats;n_progressive_passes;integer;int_n_progressive_passes
intermediate;player_match_stats;n_progressive_passes_blank;integer;int_n_progressive_passes_blank
intermediate;player_match_stats;n_progressive_passes_blank_late;integer;int_n_progressive_passes_blank_late
intermediate;player_match_stats;n_progressive_passes_drawing;integer;int_n_progressive_passes_drawing
intermediate;player_match_stats;n_progressive_passes_drawing_late;integer;int_n_progressive_passes_drawing_late
intermediate;player_match_stats;n_progressive_passes_losing;integer;int_n_progressive_passes_losing
intermediate;player_match_stats;n_progressive_passes_losing_late;integer;int_n_progressive_passes_losing_late
intermediate;player_match_stats;n_progressive_passes_winning;integer;int_n_progressive_passes_winning
intermediate;player_match_stats;n_progressive_passes_winning_late;integer;int_n_progressive_passes_winning_late
intermediate;player_match_stats;n_red_cards;integer;int_n_red_cards
intermediate;player_match_stats;n_second_yellows;integer;int_n_second_yellows
intermediate;player_match_stats;n_shot_assists;integer;int_n_shot_assists
intermediate;player_match_stats;n_shots;integer;int_n_shots
intermediate;player_match_stats;n_shots_blank;integer;int_n_shots_blank
intermediate;player_match_stats;n_shots_blank_late;integer;int_n_shots_blank_late
intermediate;player_match_stats;n_shots_drawing;integer;int_n_shots_drawing
intermediate;player_match_stats;n_shots_drawing_late;integer;int_n_shots_drawing_late
intermediate;player_match_stats;n_shots_individual_play;integer;int_n_shots_individual_play
intermediate;player_match_stats;n_shots_losing;integer;int_n_shots_losing
intermediate;player_match_stats;n_shots_losing_late;integer;int_n_shots_losing_late
intermediate;player_match_stats;n_shots_regular_play;integer;int_n_shots_regular_play
intermediate;player_match_stats;n_shots_winning;integer;int_n_shots_winning
intermediate;player_match_stats;n_shots_winning_late;integer;int_n_shots_winning_late
intermediate;player_match_stats;n_tackles;integer;int_n_tackles
intermediate;player_match_stats;n_tackles_won;integer;int_n_tackles_won
intermediate;player_match_stats;n_throughballs;integer;int_n_throughballs
intermediate;player_match_stats;n_touches;integer;int_n_touches
intermediate;player_match_stats;n_yellow_cards;integer;int_n_yellow_cards
intermediate;player_match_stats;pct_z1_c1;float;dec_pct_z1_c1
intermediate;player_match_stats;pct_z1_c2;float;dec_pct_z1_c2
intermediate;player_match_stats;pct_z1_c3;float;dec_pct_z1_c3
intermediate;player_match_stats;pct_z1_c4;float;dec_pct_z1_c4
intermediate;player_match_stats;pct_z1_c5;float;dec_pct_z1_c5
intermediate;player_match_stats;pct_z2_c1;float;dec_pct_z2_c1
intermediate;player_match_stats;pct_z2_c2;float;dec_pct_z2_c2
intermediate;player_match_stats;pct_z2_c3;float;dec_pct_z2_c3
intermediate;player_match_stats;pct_z2_c4;float;dec_pct_z2_c4
intermediate;player_match_stats;pct_z2_c5;float;dec_pct_z2_c5
intermediate;player_match_stats;pct_z3_c1;float;dec_pct_z3_c1
intermediate;player_match_stats;pct_z3_c2;float;dec_pct_z3_c2
intermediate;player_match_stats;pct_z3_c3;float;dec_pct_z3_c3
intermediate;player_match_stats;pct_z3_c4;float;dec_pct_z3_c4
intermediate;player_match_stats;pct_z3_c5;float;dec_pct_z3_c5
intermediate;player_match_stats;pct_z4_c1;float;dec_pct_z4_c1
intermediate;player_match_stats;pct_z4_c2;float;dec_pct_z4_c2
intermediate;player_match_stats;pct_z4_c3;float;dec_pct_z4_c3
intermediate;player_match_stats;pct_z4_c4;float;dec_pct_z4_c4
intermediate;player_match_stats;pct_z4_c5;float;dec_pct_z4_c5
intermediate;player_match_stats;pct_z5_c1;float;dec_pct_z5_c1
intermediate;player_match_stats;pct_z5_c2;float;dec_pct_z5_c2
intermediate;player_match_stats;pct_z5_c3;float;dec_pct_z5_c3
intermediate;player_match_stats;pct_z5_c4;float;dec_pct_z5_c4
intermediate;player_match_stats;pct_z5_c5;float;dec_pct_z5_c5
intermediate;player_match_stats;player_id;string;str_player_id
intermediate;player_match_stats;scraped_at;date/timestamp;dt_scraped_at
intermediate;player_match_stats;season;string;str_season
intermediate;player_match_stats;team_id;string;str_team_id
intermediate;player_match_stats;winning_late_pct_z1_c1;float;dec_winning_late_pct_z1_c1
intermediate;player_match_stats;winning_late_pct_z1_c2;float;dec_winning_late_pct_z1_c2
intermediate;player_match_stats;winning_late_pct_z1_c3;float;dec_winning_late_pct_z1_c3
intermediate;player_match_stats;winning_late_pct_z1_c4;float;dec_winning_late_pct_z1_c4
intermediate;player_match_stats;winning_late_pct_z1_c5;float;dec_winning_late_pct_z1_c5
intermediate;player_match_stats;winning_late_pct_z2_c1;float;dec_winning_late_pct_z2_c1
intermediate;player_match_stats;winning_late_pct_z2_c2;float;dec_winning_late_pct_z2_c2
intermediate;player_match_stats;winning_late_pct_z2_c3;float;dec_winning_late_pct_z2_c3
intermediate;player_match_stats;winning_late_pct_z2_c4;float;dec_winning_late_pct_z2_c4
intermediate;player_match_stats;winning_late_pct_z2_c5;float;dec_winning_late_pct_z2_c5
intermediate;player_match_stats;winning_late_pct_z3_c1;float;dec_winning_late_pct_z3_c1
intermediate;player_match_stats;winning_late_pct_z3_c2;float;dec_winning_late_pct_z3_c2
intermediate;player_match_stats;winning_late_pct_z3_c3;float;dec_winning_late_pct_z3_c3
intermediate;player_match_stats;winning_late_pct_z3_c4;float;dec_winning_late_pct_z3_c4
intermediate;player_match_stats;winning_late_pct_z3_c5;float;dec_winning_late_pct_z3_c5
intermediate;player_match_stats;winning_late_pct_z4_c1;float;dec_winning_late_pct_z4_c1
intermediate;player_match_stats;winning_late_pct_z4_c2;float;dec_winning_late_pct_z4_c2
intermediate;player_match_stats;winning_late_pct_z4_c3;float;dec_winning_late_pct_z4_c3
intermediate;player_match_stats;winning_late_pct_z4_c4;float;dec_winning_late_pct_z4_c4
intermediate;player_match_stats;winning_late_pct_z4_c5;float;dec_winning_late_pct_z4_c5
intermediate;player_match_stats;winning_late_pct_z5_c1;float;dec_winning_late_pct_z5_c1
intermediate;player_match_stats;winning_late_pct_z5_c2;float;dec_winning_late_pct_z5_c2
intermediate;player_match_stats;winning_late_pct_z5_c3;float;dec_winning_late_pct_z5_c3
intermediate;player_match_stats;winning_late_pct_z5_c4;float;dec_winning_late_pct_z5_c4
intermediate;player_match_stats;winning_late_pct_z5_c5;float;dec_winning_late_pct_z5_c5
intermediate;player_match_stats;winning_pct_z1_c1;float;dec_winning_pct_z1_c1
intermediate;player_match_stats;winning_pct_z1_c2;float;dec_winning_pct_z1_c2
intermediate;player_match_stats;winning_pct_z1_c3;float;dec_winning_pct_z1_c3
intermediate;player_match_stats;winning_pct_z1_c4;float;dec_winning_pct_z1_c4
intermediate;player_match_stats;winning_pct_z1_c5;float;dec_winning_pct_z1_c5
intermediate;player_match_stats;winning_pct_z2_c1;float;dec_winning_pct_z2_c1
intermediate;player_match_stats;winning_pct_z2_c2;float;dec_winning_pct_z2_c2
intermediate;player_match_stats;winning_pct_z2_c3;float;dec_winning_pct_z2_c3
intermediate;player_match_stats;winning_pct_z2_c4;float;dec_winning_pct_z2_c4
intermediate;player_match_stats;winning_pct_z2_c5;float;dec_winning_pct_z2_c5
intermediate;player_match_stats;winning_pct_z3_c1;float;dec_winning_pct_z3_c1
intermediate;player_match_stats;winning_pct_z3_c2;float;dec_winning_pct_z3_c2
intermediate;player_match_stats;winning_pct_z3_c3;float;dec_winning_pct_z3_c3
intermediate;player_match_stats;winning_pct_z3_c4;float;dec_winning_pct_z3_c4
intermediate;player_match_stats;winning_pct_z3_c5;float;dec_winning_pct_z3_c5
intermediate;player_match_stats;winning_pct_z4_c1;float;dec_winning_pct_z4_c1
intermediate;player_match_stats;winning_pct_z4_c2;float;dec_winning_pct_z4_c2
intermediate;player_match_stats;winning_pct_z4_c3;float;dec_winning_pct_z4_c3
intermediate;player_match_stats;winning_pct_z4_c4;float;dec_winning_pct_z4_c4
intermediate;player_match_stats;winning_pct_z4_c5;float;dec_winning_pct_z4_c5
intermediate;player_match_stats;winning_pct_z5_c1;float;dec_winning_pct_z5_c1
intermediate;player_match_stats;winning_pct_z5_c2;float;dec_winning_pct_z5_c2
intermediate;player_match_stats;winning_pct_z5_c3;float;dec_winning_pct_z5_c3
intermediate;player_match_stats;winning_pct_z5_c4;float;dec_winning_pct_z5_c4
intermediate;player_match_stats;winning_pct_z5_c5;float;dec_winning_pct_z5_c5
intermediate;player_match_stats;xg_contribution;float;dec_xg_contribution
intermediate;player_network_betweenness;betweenness_exact;float;dec_betweenness_exact
intermediate;player_network_betweenness;league_source;string;str_league_source
intermediate;player_network_betweenness;match_id;string;str_match_id
intermediate;player_network_betweenness;player_id;string;str_player_id
intermediate;player_network_betweenness;season;string;str_season
intermediate;player_network_betweenness;team_id;string;str_team_id
intermediate;player_network_centrality;betweenness_proxy;float;dec_betweenness_proxy
intermediate;player_network_centrality;creative_rate;float;dec_creative_rate
intermediate;player_network_centrality;degree_in;integer;int_degree_in
intermediate;player_network_centrality;degree_out;integer;int_degree_out
intermediate;player_network_centrality;league_source;string;str_league_source
intermediate;player_network_centrality;match_id;string;str_match_id
intermediate;player_network_centrality;n_creative_out;integer;int_n_creative_out
intermediate;player_network_centrality;n_progressive_out;integer;int_n_progressive_out
intermediate;player_network_centrality;pass_share;float;dec_pass_share
intermediate;player_network_centrality;player_id;string;str_player_id
intermediate;player_network_centrality;season;string;str_season
intermediate;player_network_centrality;team_id;string;str_team_id
intermediate;player_network_centrality;weighted_degree_in;integer;int_weighted_degree_in
intermediate;player_network_centrality;weighted_degree_out;integer;int_weighted_degree_out
intermediate;player_network_duels;duel_type;string;str_duel_type
intermediate;player_network_duels;duel_type_id;string;str_duel_type_id
intermediate;player_network_duels;event_id_a;integer;int_event_id_a
intermediate;player_network_duels;event_id_b;integer;int_event_id_b
intermediate;player_network_duels;expanded_minute;integer;int_expanded_minute
intermediate;player_network_duels;league_source;string;str_league_source
intermediate;player_network_duels;match_id;string;str_match_id
intermediate;player_network_duels;outcome_a;integer;int_outcome_a
intermediate;player_network_duels;outcome_b;integer;int_outcome_b
intermediate;player_network_duels;player_id_a;integer;int_player_id_a
intermediate;player_network_duels;player_id_b;integer;int_player_id_b
intermediate;player_network_duels;season;string;str_season
intermediate;player_network_duels;second;integer;int_second
intermediate;player_network_duels;team_id_a;integer;int_team_id_a
intermediate;player_network_duels;team_id_b;integer;int_team_id_b
intermediate;player_network_duels;x;float;dec_x
intermediate;player_network_duels;y;float;dec_y
intermediate;player_network_passes;league_source;string;str_league_source
intermediate;player_network_passes;match_id;string;str_match_id
intermediate;player_network_passes;n_buildup;integer;int_n_buildup
intermediate;player_network_passes;n_creative;integer;int_n_creative
intermediate;player_network_passes;n_passes;integer;int_n_passes
intermediate;player_network_passes;n_passes_counter_attack;integer;int_n_passes_counter_attack
intermediate;player_network_passes;n_passes_open_play;integer;int_n_passes_open_play
intermediate;player_network_passes;n_passes_other;integer;int_n_passes_other
intermediate;player_network_passes;n_passes_recovery;integer;int_n_passes_recovery
intermediate;player_network_passes;n_progressive;integer;int_n_progressive
intermediate;player_network_passes;passer_id;string;str_passer_id
intermediate;player_network_passes;receiver_id;string;str_receiver_id
intermediate;player_network_passes;season;string;str_season
intermediate;player_network_passes;team_id;string;str_team_id
intermediate;player_passes_raw;chain_id;string;str_chain_id
intermediate;player_passes_raw;chain_trigger;string;str_chain_trigger
intermediate;player_passes_raw;end_x;float;dec_end_x
intermediate;player_passes_raw;end_y;float;dec_end_y
intermediate;player_passes_raw;expanded_minute;integer;int_expanded_minute
intermediate;player_passes_raw;is_buildup;boolean;bool_is_buildup
intermediate;player_passes_raw;is_creative;boolean;bool_is_creative
intermediate;player_passes_raw;is_key_pass;integer;int_is_key_pass
intermediate;player_passes_raw;is_progressive;boolean;bool_is_progressive
intermediate;player_passes_raw;is_shot_assist;integer;int_is_shot_assist
intermediate;player_passes_raw;league_source;string;str_league_source
intermediate;player_passes_raw;match_id;string;str_match_id
intermediate;player_passes_raw;passer_id;string;str_passer_id
intermediate;player_passes_raw;receiver_id;string;str_receiver_id
intermediate;player_passes_raw;row_num;integer;int_row_num
intermediate;player_passes_raw;season;string;str_season
intermediate;player_passes_raw;second;integer;int_second
intermediate;player_passes_raw;team_id;string;str_team_id
intermediate;player_passes_raw;x;float;dec_x
intermediate;player_passes_raw;y;float;dec_y
intermediate;player_possession_chains;certain_possessor;integer;int_certain_possessor
intermediate;player_possession_chains;chain_id;string;str_chain_id
intermediate;player_possession_chains;chain_number;integer;int_chain_number
intermediate;player_possession_chains;chain_team_id;string;str_chain_team_id
intermediate;player_possession_chains;chain_trigger;string;str_chain_trigger
intermediate;player_possession_chains;event_id;string;str_event_id
intermediate;player_possession_chains;expanded_minute;integer;int_expanded_minute
intermediate;player_possession_chains;is_rupture;integer;int_is_rupture
intermediate;player_possession_chains;is_shot;boolean;bool_is_shot
intermediate;player_possession_chains;league_source;string;str_league_source
intermediate;player_possession_chains;match_id;string;str_match_id
intermediate;player_possession_chains;outcome_id;string;str_outcome_id
intermediate;player_possession_chains;period;integer;int_period
intermediate;player_possession_chains;player_id;string;str_player_id
intermediate;player_possession_chains;row_num;integer;int_row_num
intermediate;player_possession_chains;scraped_at;date/timestamp;dt_scraped_at
intermediate;player_possession_chains;season;string;str_season
intermediate;player_possession_chains;second;integer;int_second
intermediate;player_possession_chains;team_id;string;str_team_id
intermediate;player_possession_chains;type_id;string;str_type_id
intermediate;player_possession_chains;type_name;string;str_type_name
intermediate;player_possession_chains;x;float;dec_x
intermediate;player_possession_chains;y;float;dec_y
intermediate;player_xg_chain;chain_id;string;str_chain_id
intermediate;player_xg_chain;chain_length;integer;int_chain_length
intermediate;player_xg_chain;chain_number;integer;int_chain_number
intermediate;player_xg_chain;chain_team_id;string;str_chain_team_id
intermediate;player_xg_chain;is_assister;boolean;bool_is_assister
intermediate;player_xg_chain;is_counter_attack;boolean;bool_is_counter_attack
intermediate;player_xg_chain;is_shooter;boolean;bool_is_shooter
intermediate;player_xg_chain;league_source;string;str_league_source
intermediate;player_xg_chain;match_id;string;str_match_id
intermediate;player_xg_chain;player_id;string;str_player_id
intermediate;player_xg_chain;position_in_chain;integer;int_position_in_chain
intermediate;player_xg_chain;position_weight;float;dec_position_weight
intermediate;player_xg_chain;season;string;str_season
intermediate;player_xg_chain;shot_event_id;string;str_shot_event_id
intermediate;player_xg_chain;shot_minute;integer;int_shot_minute
intermediate;player_xg_chain;shot_type_id;string;str_shot_type_id
intermediate;player_xg_chain;xg_proxy;float;dec_xg_proxy
intermediate;player_xg_chain;xgbuildup;float;dec_xgbuildup
intermediate;player_xg_chain;xgbuildup_weighted;float;dec_xgbuildup_weighted
intermediate;player_xg_chain;xgchain;float;dec_xgchain
intermediate;player_xg_chain;xgchain_weighted;float;dec_xgchain_weighted
intermediate;player_zone_transitions;formation;string;str_formation
intermediate;player_zone_transitions;league_source;string;str_league_source
intermediate;player_zone_transitions;match_id;string;str_match_id
intermediate;player_zone_transitions;n_transitions;integer;int_n_transitions
intermediate;player_zone_transitions;pct_transitions;float;dec_pct_transitions
intermediate;player_zone_transitions;period;integer;int_period
intermediate;player_zone_transitions;player_id;string;str_player_id
intermediate;player_zone_transitions;progressive_rate;float;dec_progressive_rate
intermediate;player_zone_transitions;score_state;string;str_score_state
intermediate;player_zone_transitions;season;string;str_season
intermediate;player_zone_transitions;team_id;string;str_team_id
intermediate;player_zone_transitions;zone_from;string;str_zone_from
intermediate;player_zone_transitions;zone_to;string;str_zone_to
intermediate;team_features_ws;match_id;string;str_match_id
intermediate;team_features_ws;team_id;string;str_team_id
intermediate;team_features_ws;ws_attack_center_pct;float;dec_ws_attack_center_pct
intermediate;team_features_ws;ws_attack_left_pct;float;dec_ws_attack_left_pct
intermediate;team_features_ws;ws_attack_right_pct;float;dec_ws_attack_right_pct
intermediate;team_features_ws;ws_conversion_rate;float;dec_ws_conversion_rate
intermediate;team_features_ws;ws_counter_attack_dna;float;dec_ws_counter_attack_dna
intermediate;team_features_ws;ws_counter_shot_rate;float;dec_ws_counter_shot_rate
intermediate;team_features_ws;ws_cross_rate;float;dec_ws_cross_rate
intermediate;team_features_ws;ws_deep_completion_rt;float;dec_ws_deep_completion_rt
intermediate;team_features_ws;ws_def_exposed_center_pct;float;dec_ws_def_exposed_center_pct
intermediate;team_features_ws;ws_def_exposed_left_pct;float;dec_ws_def_exposed_left_pct
intermediate;team_features_ws;ws_def_exposed_right_pct;float;dec_ws_def_exposed_right_pct
intermediate;team_features_ws;ws_defensive_line_height;float;dec_ws_defensive_line_height
intermediate;team_features_ws;ws_field_tilt_actions;float;dec_ws_field_tilt_actions
intermediate;team_features_ws;ws_flank_exposure_asymm;float;dec_ws_flank_exposure_asymm
intermediate;team_features_ws;ws_high_turnover_rate;float;dec_ws_high_turnover_rate
intermediate;team_features_ws;ws_long_ball_rate;float;dec_ws_long_ball_rate
intermediate;team_features_ws;ws_midfield_control_idx;float;dec_ws_midfield_control_idx
intermediate;team_features_ws;ws_momentum_delta;float;dec_ws_momentum_delta
intermediate;team_features_ws;ws_set_piece_pressure;float;dec_ws_set_piece_pressure
intermediate;team_features_ws;ws_short_pass_rate;float;dec_ws_short_pass_rate
intermediate;team_features_ws;ws_shot_oob_pct;float;dec_ws_shot_oob_pct
intermediate;team_features_ws;ws_shot_open_play_pct;float;dec_ws_shot_open_play_pct
intermediate;team_features_ws;ws_shot_penalty_att_pct;float;dec_ws_shot_penalty_att_pct
intermediate;team_features_ws;ws_shot_penalty_pct;float;dec_ws_shot_penalty_pct
intermediate;team_features_ws;ws_shot_set_piece_pct;float;dec_ws_shot_set_piece_pct
intermediate;team_features_ws;ws_shot_six_yard_pct;float;dec_ws_shot_six_yard_pct
intermediate;team_features_ws;ws_through_ball_rate;float;dec_ws_through_ball_rate
intermediate;team_features_ws;ws_zone_att_pct;float;dec_ws_zone_att_pct
intermediate;team_features_ws;ws_zone_def_pct;float;dec_ws_zone_def_pct
intermediate;team_features_ws;ws_zone_mid_pct;float;dec_ws_zone_mid_pct
intermediate;team_network_features;avg_betweenness;float;dec_avg_betweenness
intermediate;team_network_features;centroid_x;float;dec_centroid_x
intermediate;team_network_features;centroid_x_progressive;float;dec_centroid_x_progressive
intermediate;team_network_features;centroid_y;float;dec_centroid_y
intermediate;team_network_features;centroid_y_progressive;float;dec_centroid_y_progressive
intermediate;team_network_features;league_source;string;str_league_source
intermediate;team_network_features;match_id;string;str_match_id
intermediate;team_network_features;n_edges;integer;int_n_edges
intermediate;team_network_features;n_players;integer;int_n_players
intermediate;team_network_features;network_density;float;dec_network_density
intermediate;team_network_features;network_entropy;float;dec_network_entropy
intermediate;team_network_features;season;string;str_season
intermediate;team_network_features;team_id;string;str_team_id
intermediate;team_network_features;top_creator_share;float;dec_top_creator_share
intermediate;threat_conceded;chain_id;string;str_chain_id
intermediate;threat_conceded;chain_length;integer;int_chain_length
intermediate;threat_conceded;chain_number;integer;int_chain_number
intermediate;threat_conceded;chain_team_id;string;str_chain_team_id
intermediate;threat_conceded;has_error_leading_to_goal;boolean;bool_has_error_leading_to_goal
intermediate;threat_conceded;is_keeper;boolean;bool_is_keeper
intermediate;threat_conceded;is_penalty;boolean;bool_is_penalty
intermediate;threat_conceded;league_source;string;str_league_source
intermediate;threat_conceded;match_id;string;str_match_id
intermediate;threat_conceded;player_id;string;str_player_id
intermediate;threat_conceded;position_in_chain;integer;int_position_in_chain
intermediate;threat_conceded;position_weight;float;dec_position_weight
intermediate;threat_conceded;season;string;str_season
intermediate;threat_conceded;team_id;string;str_team_id
intermediate;threat_conceded;threat_conceded;float;dec_threat_conceded
intermediate;threat_conceded;threat_conceded_weighted;float;dec_threat_conceded_weighted
intermediate;threat_conceded;xg_proxy;float;dec_xg_proxy
machine_learning;player_style_clusters;cluster_defensive;string;str_cluster_defensive
machine_learning;player_style_clusters;cluster_offensive;string;str_cluster_offensive
machine_learning;player_style_clusters;player_id;string;str_player_id
machine_learning;player_style_clusters;season;string;str_season
machine_learning;xgot_features;corner_dist;float;dec_corner_dist
machine_learning;xgot_features;height;float;dec_height
machine_learning;xgot_features;is_goal;boolean;bool_is_goal
machine_learning;xgot_features;match_id;string;str_match_id
machine_learning;xgot_features;offset_center;float;dec_offset_center
machine_learning;xgot_features;placement_col;string;str_placement_col
machine_learning;xgot_features;placement_row;string;str_placement_row
machine_learning;xgot_features;placement_zone;string;str_placement_zone
machine_learning;xgot_features;pre_shot_xg_proxy;float;dec_pre_shot_xg_proxy
machine_learning;xgot_features;row_num;integer;int_row_num
machine_learning;xgot_features;season;string;str_season
machine_learning;xgot_features;shot_angle_rad;float;dec_shot_angle_rad
machine_learning;xgot_features;shot_distance_m;float;dec_shot_distance_m
machine_learning;xgot_features;x;float;dec_x
machine_learning;xgot_features;y;float;dec_y
machine_learning;xgot_predictions;is_goal;boolean;bool_is_goal
machine_learning;xgot_predictions;match_id;string;str_match_id
machine_learning;xgot_predictions;row_num;integer;int_row_num
machine_learning;xgot_predictions;season;string;str_season
machine_learning;xgot_predictions;xgot;float;dec_xgot
machine_learning;xgot_training;corner_dist;float;dec_corner_dist
machine_learning;xgot_training;height;float;dec_height
machine_learning;xgot_training;label;integer;int_label
machine_learning;xgot_training;match_id;string;str_match_id
machine_learning;xgot_training;offset_center;float;dec_offset_center
machine_learning;xgot_training;placement_col;string;str_placement_col
machine_learning;xgot_training;placement_row;string;str_placement_row
machine_learning;xgot_training;placement_zone;string;str_placement_zone
machine_learning;xgot_training;pre_shot_xg_proxy;float;dec_pre_shot_xg_proxy
machine_learning;xgot_training;row_num;integer;int_row_num
machine_learning;xgot_training;season;string;str_season
machine_learning;xgot_training;shot_angle_rad;float;dec_shot_angle_rad
machine_learning;xgot_training;shot_distance_m;float;dec_shot_distance_m
machine_learning;xgot_training;x;float;dec_x
machine_learning;xgot_training;y;float;dec_y
machine_learning;xt_grid;col;integer;int_col
machine_learning;xt_grid;goal_prob;float;dec_goal_prob
machine_learning;xt_grid;goals;integer;int_goals
machine_learning;xt_grid;move_pct;float;dec_move_pct
machine_learning;xt_grid;moves;integer;int_moves
machine_learning;xt_grid;row;integer;int_row
machine_learning;xt_grid;shoot_pct;float;dec_shoot_pct
machine_learning;xt_grid;shots;integer;int_shots
machine_learning;xt_grid;turnover;integer;int_turnover
machine_learning;xt_grid;xt;float;dec_xt
machine_learning;zonal_profiles_imputed;player_id;string;str_player_id
machine_learning;zonal_profiles_imputed;season;string;str_season
machine_learning;zonal_profiles_imputed;zone_5x5;string;str_zone_5x5
marts;mart_1n2;match_id;string;str_match_id
marts;mart_1n2;result_1n2;string;str_result_1n2
marts;mart_1n2;team_id;string;str_team_id
marts;mart_assists;assisted;integer;int_assisted
marts;mart_assists;match_id;string;str_match_id
marts;mart_assists;player_id;string;str_player_id
marts;mart_assists;team_id;string;str_team_id
marts;mart_events;match_id;string;str_match_id
marts;mart_events;total_cards;integer;int_total_cards
marts;mart_events;total_corners;float;dec_total_corners
marts;mart_goals;match_id;string;str_match_id
marts;mart_goals;team_goals;integer;int_team_goals
marts;mart_goals;team_id;string;str_team_id
marts;mart_scorers;match_id;string;str_match_id
marts;mart_scorers;player_id;string;str_player_id
marts;mart_scorers;scored;integer;int_scored
marts;mart_scorers;team_id;string;str_team_id
referentiel;team_mapping;alias;string;str_alias
